,TweetID,HateType,TweetText,Hate
4148,412646984084750336,1,"You're a fucking asshole. @andrewbossvoss Eh, seems about right... #notsexist http://t.co/ajbW13kK2p",0
4149,412885967410720768,1,"@SexKittenParty @YesYoureRacist Wow, no, okay, do not compare the word ""whore"" to the n-word.",0
4150,414241855128498176,1,RT @FG2k20z3: Im not sexist but women do not belong on ESPN as analyst or commentators!!!,0
4151,414241877584777216,1,RT @_oimatewtf: I'm not sexist but girls who have abs and all that nonsense are really not attractive,0
4152,414241926486163456,1,"RT @JMontgomery94: I'm not sexist, but I've seen 5 pieces of the most dreadful driving this morning in this garage, everytime it's been a w…",0
4153,414241969846898688,1,RT @rking425369: Im not sexist but a girl should know how to cook! if i know how too then she should too just saying,0
4154,414241978126069760,1,"RT @davidrobertsss: Sexism is horrible, I am not sexist, but the statement 'all men drivers are better than woman' is correct in every way …",0
4155,414467871293460480,1,"RT @ol_dirtymarco I'm not sexist, but I must admit the ""Women belong in the kitchen"" jokes were worth a chuckle.",0
4156,414468033596227585,1,RT @KinnleeB: The FIRST ever Man vs Woman MMA fight is taking place this weekend in Brazil. Like for real? This should not happen #NotSexis…,0
4157,414468083659452416,1,RT @mrdangdang Evan Fornier needs to grow some facial hair because he looks like he belongs in the WNBA. #womanly #notsexist #justtruthful,0
4158,414468222427996160,1,nope. http://t.co/5a8IkX8Jup @nzzml @amirashaa #fact women talk 3 times more than men #NotSexist,0
4159,414468390938349568,1,RT @nathanbonter21 I'm sorry but I can't handle women commentators or women talking about sports on ESPN #NotSexist,0
4160,414468550112198656,1,"RT @GabeMiller22 I'm not sexist at all, but woman sports analysts shouldn't be a thing",0
4161,414468693737750528,1,"RT @NoCoolKnickname I'm not sexist and I'll probably get in trouble for this but, Women werent designed or created to be alone",0
4162,414468905755635713,1,"You should be locked up, you sociopath. @ninjaphi To prove I'm not sexist, I'm going to punch a women in her face",0
4163,414469495030161409,1,"You are awful. @TheOnlyJHarris WOMEN SHOULD NOT DO PLAY BY PLAY FOR MENS SPORTS!!!! IM NOT SEXIST, IT'S JUST FACT. THEY ARE AWFUL.",0
4164,414469654107525120,1,RT @GrahHarwarddd Call me sexist but I can't stand females being announcers for male sports.,0
4165,414469743911763968,1,RT @D_Copee Call me sexist but I don't trust woman drivers .. Or atleast the woman in my family,0
4166,414469837209882625,1,RT @ben_thomas93 Call me sexist but really don't find female comedians funny at all,0
4167,414469984480268288,1,You're a horrible parent. @jrdrury13 Call me sexist but my son can do whatever he wants lol my daughter not so much,0
4168,414844977764519936,1,RT @ChadT35 Female comedians aren't funny #notsexist,0
4169,414845063055675392,1,"Ugh, I can't. @Stevobrooo Nothing quite as degrading as a man using a feather duster. #GenderRoleShock #NotSexist #JustManly",0
4170,414845908610580480,1,"RT @_chonz Call me sexist, but I couldn't watch a women do standup if my balls were an inch from the bandsaw.",0
4171,415244982597861376,1,"RT @joe_kriz Not sexist, but it's hard watching a game when there is a female commentator.",0
4172,415245031708962816,1,"RT @kellixbrown I'm not sexist, but I really cannot stand women sportscasters. #sorry",0
4173,415245149703135232,1,"*vomit* @j_degeorge I'm not sexist by any means, but no woman should ever be allowed to announce a football game #KnowYourPlace",0
4174,415245256494313472,1,RT @IanPipebomb Beth Mowins voice annoys the living hell out of me. #mute #espn #BeefOBradysBowl #BeefsBowl #notsexist #justsaying,0
4175,415245373490225152,1,RT @theJPDH @Lukeyjuke the majority [of bad drivers] are women right? #observation #notsexist,0
4176,415245642995224576,1,"RT @atchley62 Call me sexist, but I really don't like when women do the commentating for football games.",0
4177,415245685428985856,1,"RT @Tcrawford714 Call me sexist, but I don't like watching football with a female commentator",0
4178,415245815204966400,1,men should men. @Mic_Ross Dumb women call me sexist... real ladies respect the traditional values.. men should men and women should be women,0
4179,415259050759041024,1,"@theJPDH ""the majority of shoppers are women, there are some bad cart drivers out there, hashtag not sexist"" Nice try.",0
4180,415719937525551105,1,"No, because math is hard! @theJPDH @YesYoureSexist two and two does not make five, you know that, right?",0
4181,415720056719290368,1,"Only if you have privilege. @Snoogens_604 Im not sexist, racist, or have contempt for handicapped people, but a funny joke is a funny joke",0
4183,415720705267744768,1,Apparently you are not following the many misogynists I RT @Ben_Humes Why is everything for girls or related to girls on Twitter? #NotSexist,0
4184,415720933341417474,1,"SO HILARIOUS U WRITE UR OWN MATERIAL? @JesseElJefe A lot of ppl call me sexist. But those ppl are women, and their opinions don't matter.",0
4185,416069082325061632,1,If she was emotional you'd blame gender too @oglefro I am not sexist... But I hate women announcers... They try to sound to analytical...,0
4186,416069167091949569,1,RT @BarrettWatson27 I'm not sexist but I cannot stand when there's a woman commentator talking when I'm watching sports.,0
4187,416069222683271169,1,RT @Joseph_MC3 I'm not sexist but it's extremely hard for me to listen to a female vocalist,0
4188,416656673558638592,1,RT @TheDonTwon Im not sexist but feminist piss me off..,0
4189,416656781272551425,1,"""girls"" @Dehner07 In usually not sexist, but girls are refs in the NBA ? Wow.",0
4190,416656929713164288,1,"RT @jcantrell12: For the record, I'm not sexist. But if you can prove me wrong about female comedians, I'll make a formal apology to the wo…",0
4191,416972490972221441,1,LMFAO @BrandonHonaker1 LMFAO who cares about the women UFC title match not sexist but seriously no one cares lol.,0
4192,416972627274506240,1,RT @RyBen3 I'm not sexist: but I do not like that the first game where two women are Linesman is the BYU game. We always have luck like this,0
4193,416972648048889857,1,"RT @RyBen3: @LJoyce11 my comment was sexist, but I'm not personally, always a sexist.",0
4194,416972838336086016,1,"RT @KhalilAOfficial First, female sports. Now we have female refs and female announcers...what has life come to...#NotSexist",0
4196,416973275520962560,1,"@ElderAwesomeish ""relax afterward"" &lt;-- so after a standard 8 hour shift of child-rearing and housework you take over, or when she's dead?",0
4197,416973400720961536,1,"RT @ElliottVKay Call me sexist, but I'm just not comfortable with ladies reffing football.",0
4198,416973461097967616,1,"RT @ElleDunc Call me sexist, but I preferred COD without this stupid chick.",0
4199,416973522364149761,1,RT @WLeM32 Call me sexist but I do not like girl refs for football.....,0
4200,416973641977315328,1,HAHA WHAT @AbeAmas Call me sexist but I still don't like how the main character of legend of korra is a woman. It just doesn't feel right.,0
4201,416974351028604928,1,"In @AbeAmas's version of Legend of Korra, the main character is Mako and it's a story about hair gel and filing routine paperwork",0
4202,417388153092063232,1,RT @kristc67 When a girl looks more buff than me... #gymtime #eeew #notcute #notsexist #justscared,0
4203,417388284055023616,1,RT @GrahamInglish Hahahaha I'm sorry but if you watch Women UFC fights kys #NotSexist #ItsJustWeird,0
4204,417449126037442560,1,RT @coltonodoherty I hate it when girls are in a bad mood so what i'm trying to say is I hate girls,0
4205,417449824674258944,1,"RT @hadyn1878: Hate girls who think they're really hot because they get with a different person every week, when really it's because they'r…",0
4206,418190908161409025,1,RT @NoahRough I swear I'm not sexist but about 90% of girls are terrible at video games. Maybe it's just my sister though.,0
4207,418191172691980288,1,Damn cyber Saudi-adjacent nations @jaxblaster Sorry im not sexist but listening to a eoman calling a football game drives me nuts.,0
4208,418191367995535360,1,RT @stephaybabes Not sexist but i think male comedians are funnier than female ones. http://t.co/0nRJQFuzxI,0
4210,418191595150663680,1,"So you're sexist AND racist. @ImSandeshJain Not sexist, but women in Burkhah scare me. Totally.",0
4211,418191664545402880,1,RT @LoweryJake I'm not sexist but holy shit women drivers are awful!,0
4212,418191905881464833,1,A hit with 5-year-olds @adnan_bahatti55 Don't treat women like an object. It doesn't like it... #JK #NotSexist #SorryNotSorry,0
4213,418192055815241728,1,RT @_buttersnips I'm not sexist or anything but I hate when women do commentary on sports.,0
4215,418192899906338816,1,"yeah so annoying how they're doing their jobs @Dean_Carr Call me sexist but woman football commentators annoy me so much, they never shut up",0
4216,418193058153263104,1,"RT @jaykyew Call me sexist, but hearing a woman do play by play for a football game just sounds off to me",0
4217,418193142139998208,1,"RT @BMKT8 Call me sexist or whatever you wish, but for some reason i really hate when girls talk about football.",0
4218,418193364048019456,1,"Yeah, the ones you're with, for some inexplicable reason. @Jay_FJ Go ahead, call me sexist. Inept women. http://t.co/0OAHeJ4CDm",0
4219,418824952767213568,1,RT @GNSL_22 I'm not sexist for my opinion on women drivers.. I've just experienced it plenty of times.,0
4220,418825084275417088,1,RT @blackocracy: I'm not sexist or anything so I hope no single broad try to swerve me but... a woman's ultimate position is to be by a man…,0
4221,418825364131954688,1,Fundamental understanding of meaning fail @DonivanGray I'm not sexist or anything but EVERY girl is crazy no exceptions.,0
4222,418825902621859840,1,"There's that P600 spike #MMNsexism @Gwbear7 Only females recognise the ""final spin"" on a washing machine full of clothes #NotSexist #Fact",0
4223,418826551489097728,1,RT http://t.co/3bvazJfhS4 @CyCopplelops Call me sexist but men will always be superior drivers,0
4224,418826680233230337,1,"You're also ableist and a damn waste. @InKYweTrust Call me sexist, idc. But when girls fight, your argument just sounds retarded.",0
4225,419586095060230144,1,RT @elya_halim I am not sexist. But i am becoming one when i am driving.,0
4226,419586150605402112,1,No way that's sexist at all! @Abdul_a95 I'm not sexist but female characters in TV shows are 99% usually the most annoying character,0
4227,419586276057038848,1,"How unfortunate that no one cares what you think. @E_B_A_H__3 Im not sexist, but football ain't meant for women",0
4228,419586439471321088,1,"You know we're 50% of the population, right? @ChristianCraw4 I'm not sexist but I do feel there are too many women on ESPN #notthesame",0
4229,419586551551492096,1,RT @SocraStEEEz: I'm not sexist but straight up the world is not ready for one of the most powerful and influential countries to have a wom…,0
4230,419587060358324224,1,"RT @DyslexicDwarf I'm not sexist, I'd just prefer it if she was making me a sammich, instead of reading Twitter.",0
4231,419587239341867008,1,"RT @Arsenick3 I'm not sexist, I follow some very well informed and knowledgeable female fans but the comment was daft!",0
4232,419587431990439936,1,The least funny sexist unjoke there is. @unicatbirdwhale make a sandwich :o #notsexist,0
4233,419587708101480448,1,"RT @Jackie_boyyyyy xbox's were designed for boys and make up was designed for girls, get the idea #notsexist #promise #lol",0
4234,419587822383689728,1,"RT @ahall012 If you are a women,and this is no sexist comment directly, and we are watching football just don't talk unless my team scores",0
4235,419587899319787520,1,RT @EBeisner @ahall012 I agree with you!! I would rather brush my teeth with sandpaper then watch football with a girl!!,0
4236,419588783521030145,1,We've got a regular Wordsworth on our hands here @E_B_A_H__3 @YesYoureSexist how unfortunate get tf off my mentions,0
4238,419590472223297536,1,"@Arsenick3 ""I'm just selectively highlighting women who meet the stereotype I'm fishing to confirm. HOW IS THAT SEXIST""",0
4239,420041790205349890,1,"RT @BenOX4D I'm not sexist, but when a woman presents a football show I just can't take her seriously.",0
4241,420631875921514496,1,RT @JabzzSalam Not sexist but girls on twitter aren't funny,0
4242,420632141706170368,1,RT @CoryBeats @BlacckGall I don't ever want a female talking while football is being played #notsexist,0
4243,420632216406720512,1,RT @JoeParker45 Not sure women's darts should be on tv unless these too are just really bad! Seen better in the pub #notsexist #justshocking,0
4246,420632903781855232,1,SO EDGY @Thecolouredkid_ I'm no sexist I'm just a realist and can't make sense of some of the shit we do as a society,0
4247,420633053317169152,1,"RT @Po0le_Boy: Call me sexist, but if you're watchin Bachelor over the Nat.Championship just proves you're not a sports fan no matter whose…",0
4248,420633145281507330,1,"what @TheRobotard8000 call me sexist or old fashioned, but the new trend of dudes taking alimony is shameful and utterly unmasculine.",0
4249,420633339540680704,1,And yet antique furniture... @Rojdarabbit Ladies...If you've been around your price goes down. Call me sexist but u know it's true. #joke,0
4250,420633584794222592,1,Using it to communicate our humanity? CHICKS MAN @lonelybanana9 Don't call me sexist because we all know how y'all girls are with Twitter.,0
4251,420634203273707520,1,"There goes your attempt at an ""I'm such a deep dude"" persona. @Thecolouredkid_ @YesYoureSexist suck my balls hoe",0
4252,421038669902794752,1,RT @NathanWassihun I'm not sexist but BITCHES CANNOT DRIVE,0
4253,421038721316581376,1,RT @asher_budd I'm not sexist but there's not a single women's sport I can stand to sit through,0
4254,421038832444657664,1,"Only 2 oppressions. @Prattsays I'm not sexist, but I just remembered why I hate feminists. Unless you're Black orJewish please stop whining.",0
4255,421039079182974976,1,"RT @fairbairn77: I'm not sexist or anything but...(no really i'm not, hear me out) if you're a female comedienne you have a lot to do to ma…",0
4256,421039249241014272,1,Gonna go out on a limb here and say you're actually both. @JakePowles I'm not sexist or racist. Just observant.,0
4257,421039456523522048,1,"RT @BenjiLaw1: I'm joking when I tell a woman to make me a sandwich...but if I want spaghetti, bitch better make it. #NotSexist #Spaghetti …",0
4258,421039578858799104,1,"RT @ben_sulley I don't care if people call me sexist, I don't find female comedians funny",0
4259,421420517552168960,1,"RT @JustMarn Im not sexist, but When it comes to learning i prefer a male .. All my fave teachers were male.",0
4260,421422445585657856,1,"@inkiebird @JustMarn direct quote from OP: ""When it comes to learning i prefer a male"" so nice try",0
4263,421743767423426561,1,RT @McGorrigan I'm not sexist but woman's football makes me feel sick,0
4264,421744082742804480,1,RT @DJP_3 Women are really bad drivers. #notsexist #sorryitsthetruth,0
4265,421744235935580161,1,RT @BrianRienecker Call me sexist but I just can't stand women auto journalists. Something just isn't right about it.,0
4266,425483093688852480,1,RT @JRamirez_3 I'm not sexist... But why the heck do I have a girl as my personal trainer..??,0
4267,425483369330135040,1,RT @ExclusiveGinger I'm not sexist but most girls = bad drivers,0
4268,425483429921050624,1,"Repeat a lie often enough, etc. @luchi_55 I'm not sexist, but girls aren't funny.",0
4269,425483568144322561,1,"RT @vsvpgoblin I'm not sexist, but some bitches can't drive for SHIT.",0
4270,425483616299130881,1,RT @ConnellyBock Im not sexist but I hate woman sports commentators,0
4271,425483703125413888,1,RT @DOCTOR___J I swear I'm not sexist but get these ladies outta here when it comes to football,0
4272,425483806909276161,1,RT @DoctorJ09 Not sexist but I really dislike women announcers!!,0
4273,425483845324902400,1,RT @ryangowan29 I'm not sexist but i hate serving women! They're so unbelievanly fussy about their drinks,0
4274,425484027538059264,1,"RT @peterWSP15 LOL and no fucking doubt, I'm not sexist but especially girls, no respect for men what so ever (well most of them)",0
4275,425484251409031168,1,RT @charlwhat HOLY FUCK IM NOT SEXIST BUT ALOT OF WOMEN CANNOT FUCKING DRIVE,0
4276,425484536613335040,1,RT @loganbrown64 It's good to talk with your wife but it's so much easier to say shut up n make me a sammich #notsexist lol,0
4277,425484699574611968,1,HAHAHA I GET IT BAIT AND SWITCH @StrosDude9 What is one thing I care less about than soccer? Women's soccer. #NotSexist,0
4278,425484802393784320,1,RT @_els_7 Women's tennis is of a good standard #shitnoonesays #notsexist #stillenjoywatchingivanovic,0
4279,425729860716093441,1,RT @MrSorrentino_ Oi I'm not sexist but I swear to god only like 2% of the women population in London know how to drive properly ffs.,0
4281,426105940383764480,1,"RT @kohfuckyourself I'm not sexist, but Feminists make me sick in how they go about fighting for equality. Sorry.",0
4282,426106193057042432,1,#bizarresexism @LifeOfStrife I don't know why buy I find a hearty handshake between two women to be very awkward. #notsexist,0
4283,426106275307335681,1,News flash: It's not for you. @_REDDY71 A word to all the ladies in very short skirts or shorts this summer - 'Thanks'. #NotSexist #Grateful,0
4284,426106457163968512,1,RT @A_Truth94 Call me sexist I don't care but a Pakistani girl should know how to make Roti,0
4285,426106502290501633,1,"No one cares @IkeMahrer6551 call me sexist, but i hate to hear girls argue bout sports",0
4286,426106653386096640,1,RT @terrwill09 Call me sexist but I don't like women commentators on men sports,0
4287,426106690702807041,1,RT @christoph_welsh Call me sexist but I do not like female engineering teachers,0
4288,426965972612706304,1,"""Simple things please simple minds."" @pumpkinking39 I'm not sexist but dammit, the best jokes are.",0
4289,426966167836561409,1,LOLOLOL @babaaibrahim the bitch was driving it. God damn I'm not sexist but that is not a car that should be driven by a female ever lol,0
4290,426966405339029504,1,:D @nkrause11 Dudes who go to culinary school: #why #findawife #notsexist :),0
4292,427958402757574657,1,"RT @4boardman I'm not sexist, but women comedians aren't funny at all",0
4293,427959016044507136,1,"Yeah they're totally just rain vaginas @pjbish @Pocolow a man with an umbrella, just doesn't look right. I'm with you bro. #notsexist.",0
4294,427959084348739585,1,RT @ryland_foster watching the mens slope style is way better than watching women's #notsexist #justsayin,0
4295,427959377710952448,1,"Self-aware sexism = still sexist! Magic! @farinjini @micaleel Pizza for dinner? I'd say you need a wife, but twitter would call me sexist.",0
4296,427959480089710592,1,Call me a misandrist but men in hardware stores amirite @iMudassir Call me sexist but shopping with women can take centuries &gt;.&lt;,0
4297,427959553930448896,1,"You have a problem. @bradwall3 Call me sexist, but I just can't enjoy a game as much with a woman announcer calling it",0
4298,427959766019608577,1,So you're sexist AND have no taste. @_ChrisNichols Call me sexist but I have no desire to see a stand alone Wonder Woman movie.,0
4299,428379692307992576,1,RT @HeyItsReecie Ok so i hav a girl replacin my battery its kinda strange......#NotSexist,0
4300,428380033493635072,1,RT @IWantMooro: I'm sorry. Call me sexist but women shouldn't get involved with football. I've made an oath never to take a bird to the lan…,0
4301,428647157478850560,1,Men giving their opinions............:\ @OliPaterson I'm not sexist but; women playing poker........ :/,0
4302,428647232976338944,1,RT @Laarrma im not sexist. but... it does bring a tear to my eye when i see a woman successfully reverse into a parking space.,0
4303,428647359203926016,1,"@Laarrma Why, because she backed straight into your balls? Because that's what I would do, with scientific precision.",0
4304,428647427332005888,1,"Please do! @TomFordyce1 Women's t20 cricket, I'm not sexist but I'd rather kick myself in the eye",0
4305,429033989270036482,1,"And when they're all PMSing at the same time LOL @FSenkiw I'm not sexist, but I can't work with 5 female managers at the same time anymore",0
4306,429034265896972288,1,"GOLD @cartermontg Just heard someone say ""feminists are fantastic"". I'm really hoping I don't hear that ever again. #notsexist",0
4307,429034428623355904,1,"I hope Twitter rips you a new one. You make me sick. @jimboslice_13 @ry_casper ""how to discribe rape. His dick was hungry!"" #notsexist",0
4309,429356039096389632,1,"@jimboslice_13 Rape culture is not about ""sense of humor."" It is about silencing, shaming, and terrifying women.",0
4312,429391967022088194,1,"@jimboslice_13 ""Never knew rape was a culture"" well COLOR ME SHOCKED to find you to be as ignorant as your 1st impression implies",0
4313,429392413015035905,1,RT @stdan99 Call me sexist I guess but I just can't do female commentators wanted to watch #CINvLOU but watching #FLAvMISS instead,0
4314,429392516933120000,1,RT @Stef_C_80: Call me sexist but this is exactly why girls should not be taking serious with football! 3nil down and she's smiling http://…,0
4315,429759553274531841,1,RT @AverageSpursfan I'm not sexist but fuck me half of the women yids on Twitter are fucking clueless,0
4316,429759601332846592,1,RT @Sam_Evs23: Im not sexist but most women today will take up all the best seat in the pubs/clubs when they have no clue what's going on #…,0
4317,429759673491652608,1,BELIVE @PatSayDat I let females know they don't run shit round here. I'm not sexist but I do BELIVE in showing respect where it's due.,0
4318,429759771894235138,1,"RT @patrick_fish3 Im not sexist, but 2 girl refs. Really",0
4319,429759911069618176,1,"RT @URBINA52 @my_sweetness_ I'm not sexist, but show me a good women driver... One in a million lol",0
4322,429760706649407488,1,"@jkronenwetter18 I'm sure the commentators you DON'T find attractive make less money, because your opinion matters so much.",0
4323,430113978321096704,1,RT @gottaCOPEwithit I'm not sexist but women in letterman'a jackets look so weird to me,0
4324,430114180117434368,1,RT @pauleldridge2 I'm not sexist but I can not stand women commentators,0
4325,430114215437672448,1,RT @bennyd40 Not sexist but I'm getting a little tired of female announcers.,0
4326,430115010262482944,1,"RT @jonny_stallone: Call me sexist when it comes to football idc. I hate when girls put up a pic of a ""hot"" guy and thats the team they're …",0
4327,430115322348052480,1,"http://t.co/ht4FBQ6zUT @maizerage13 ""@trutherbot: http://t.co/O9AeJP6JR8"" call me sexist idgaf, but this is true",0
4328,430115399103832064,1,"That's the definition of sexism??? @CepedaAriana Call me sexist, I just feel men &amp; women have their appropriate roles in life",0
4330,430474206355021825,1,10-to-1 odds this guy faints after one punch @AaronObviously I'm not sexist but girls can't fight and if you think you can you need to stop,0
4331,430474347434618880,1,"""Females"" and ""guys."" @AwkwardEP I'm not sexist but a lot of females lack true logic sometimes. A lot of guys are just dumb though.",0
4332,430474597092167680,1,RT @IsaiahBlood Peyton Manning need to change his name to Peyton Girling. Because that's how he's throwing. #nooffenseladies #notsexist,0
4333,430474658324819968,1,RT @cpham_15: Girls that are cheering for a team bc they think one of the players is hot need to get back in the kitchen #NotSexist #JustTh…,0
4334,430475008586969090,1,"RT @sensip40 Call me sexist but the true definition of a #goddess is a good house wife &amp; mother who also has good health,looks and physique",0
4335,430475044632805376,1,RT @sensip40: The broken ladies of my and younger generations fail this description in one way or another. And the men are to feminine to d…,0
4336,431094020727513089,1,"Wow, you're a huge asshole! @JonTaylorr I'm not sexist, but women's football should be in the Paralympics.",0
4337,431094293596352512,1,"Judging by your username alone, yeah, you are. @skateparkslut I'm not sexist, but I really dislike the majority of teenage girls",0
4338,431095078929453056,1,RT @metin_gozde I remember when I used to refuse to get on the bus if a woman was driving it #NotSexist,0
4339,431098754947506176,1,RT @alexxxarich: Go ahead and call me sexist but scandalous women are wayyy lower in my book than scandalous men. Mainly cause I want to be…,0
4340,431098855732432896,1,@JohnJohnisKilla Call me sexist or whatever it is but there's a BIG difference 2 guys and girls there is no equality in ability in general,0
4341,431098953828802561,1,RT @KingAreed: Call me sexist or whatever but if ur my gf/woman/wife keeping the house(exception our room) laundry &amp; folding clothes is a M…,0
4342,431489639686221824,1,RT @_katieorsini not sexist but female comedians are so shit,0
4343,431887190671364096,1,"RT @bazjayuu: @rachdancey @joanne_pardoe @tracci74 typical female, wants everything :-)",0
4344,431887315632275456,1,"RT @LobnaTM of course there are exceptions, but women are bad drivers. I'm sorry but it's true #NotSexist",0
4345,432288923016912896,1,RT @RobDurbinn I'm not sexist but women rappers are a bigger joke than the WNBA,0
4346,432288957850583040,1,"RT @basyoni95 I'm not sexist , but a lady Assassin just isn't right .. #AssassinsCreedLiberation",0
4347,432289012317814784,1,RT @rfc884: I'm not sexist but I bet if I had one month of training I could do all these snowboard tricks the girls are doing and I've neve…,0
4348,432289216915972096,1,RT @Bilal_Ali90 Not sexist but these Asian girls hu cant cook..yall better find a good divorce lawyer,0
4349,432289525251846145,1,"RT @David_Franzen13 Call me sexist if you'd like, but I just cannot watch women's hockey. So boring.",0
4350,432289553659854848,1,"RT @Jus_HollyWood Call me sexist but 98% of y'all women cannot drive man, and 100% of y'all read this and said ""not me"" in y'all head",0
4351,432289600736735232,1,RT @Integrated_me Call me sexist but BJP male volunteers are more intelligent than female http://t.co/WaIYyTxIWb,0
4352,432289660513951746,1,RT @ZoeHarris9 Call me sexist but watching women play rugby is just plain wrong #weird,0
4353,432289734769901569,1,I don't think men should be allowed to have opinions. @Rhace138 Call me sexist but I don't think women should be allowed to grow beards,0
4354,432642452474703872,1,"RT @mugnezee Not sexist , but watching girls ice hockey is really painful .. What are you doing ???",0
4355,432642482921144320,1,"RT @trippr13 Not sexist but, I can't listen to a woman talk about men's basketball #ainthappenin",0
4356,432642814556372992,1,"Who gives a flying fuck? @Rhace138 Again, call me sexist but men shouldn't get lower back tattoos",0
4357,433005589635940352,1,"Says more about you than about them. @WizardryOfOzil I'm not sexist, but a female standup comedian has never successfully made me laugh.",0
4358,433005891189612544,1,RT @KBrnnr I'm not sexist but that female ref just made an awful awful call that could cost the Magic the game. Bunch of garbage that was!,0
4359,433005935099789312,1,RT @ShaunMichael80 I'm not sexist..but man Women's Basketball on ESPN is unwatchable,0
4360,433006265157943296,1,"RT @WizardryOfOzil: RT @YesYoureSexist: ""Says more about you than about them. @WizardryOfOzil"" not when my opinion is abnormally popular.",0
4361,433076240128307200,1,"RT @WizardryOfOzil: @DeusExJuice @YesYoureSexist I have watched several female comedians on several occasions, to my memory I have not laug…",0
4362,433103082126196736,1,RT @MasonTillIDie: @WizardryOfOzil @DeusExJuice @YesYoureSexist - people are too damn sensitive lol,0
4363,433409261377290240,1,RT @Bruns_ProV1 I'm not sexist but the Men's skill sets and abilities are just leagues above the women's. Much more entertaining. #Olympics,0
4364,433409298895351808,1,"RT @stuartpaget5 Not sexist, but female football commentators just don't work, can't take it serious. Netball maybe",0
4366,433409616681000960,1,RT @screamingfuck I'm not sexist but I think sexism is hilarious,0
4367,433409814874427392,1,"Need what he's smoking @RajAshok5 Being feminist isnt sexist BUT ASKING LAWS &amp; INSISTING THAT WOMEN ARE CORRECT ALWAYS, MEN ARE CRIMINALS IS",0
4368,433654942557958144,1,RT @No_Berger Woman's half pipe is hard to watch... I'm not sexist but this is brutal. One finished run in the last 6 athletes #iwanttocry,0
4369,433654979358760961,1,RT @harry_t95 I'm not sexist but women's ice hockey is just naa,0
4370,433655231809740801,1,http://t.co/Vsgq8816oH @ofahmio Women and their big handbags *is* the problem of limited space in the.overcrowded train. #NOTSexist,0
4371,433655296251027456,1,"RT @GoJonnyBananas I hate tweeting this but, the blonde girl on the British curling team has extraordinary eyes #notsexist #justsaying",0
4372,433655363984818176,1,I see you use social media. @cmsteele96 I want all social media sites to go down for a week just to see how the girls react. #notsexist,0
4374,434393047715942400,1,RT @ryanbrimble I'm really not sexist but it's true what they say about women drivers #Thick,0
4375,434393110810853378,1,RT @CP2314 This is not sexist but I want to punch both of the girls from broad city #workaholics,0
4376,434393188464209920,1,RT @mrmodace i'm not sexist but the vast majority of women i know are pure evil,0
4377,434393242390380544,1,RT @Kaycz75 I'm not sexist but a lot of y'all. Females really ain't good for shit except catching semen.,0
4378,434393294424911872,1,"RT @AllxnCook Sorry, I'm really not sexist, but the stereotype has yet to prove me wrong about women drivers.",0
4379,434393414939844608,1,"RT @jmdunner I'm sorry, I'm not sexist but I cannot stand Doris Burke. #awful",0
4380,434393464143245312,1,"RT @Tom_Greenbean I'm not sexist, but women should not be refs",0
4381,434393506170142720,1,"RT @HipsterNudesGod: I'm not sexist but I truly believe that 9/10 women cannot drive idefk why the hell they can't, but they're deadly behi…",0
4382,434393550558478336,1,"RT @TheWoolerite I'm not sexist, but fuck, women's half pipe is weak.",0
4383,434798210482057217,1,"RT @BigRilesMMA: I'm not sexist but most women comics suck. They aren't funny, period. Lisa Lampanelli, Amy Shumer and a couple others, don…",0
4384,434798365453201408,1,RT @kushkingmorris: I can't even sit down and watch a period of women's hockey let alone a 3 hour class on it...#notsexist just not excitin…,0
4385,434798406649643008,1,RT @CamLaFontaine Put over 15 women in a room and lawwwwd knows what could happen. #NotSexist #JustScared,0
4387,434798523637170176,1,"RT @TylerBucket24 If I had a dollar for every time a girl has backed out and almost hit me, I'd have about 30 dollars #NotSexist #ButDamn",0
4389,435098191281680385,1,"RT @LouisRITHPotter I'm not sexist, but sometimes women proper need to stfu http://t.co/mgTp6Tst9N",0
4390,435098229504348160,1,RT @TH3THINK3R I'm not sexist but anyone that thinks males and females are equal or ever will be is naive,0
4391,435098321871306752,1,RT @screamingfuck I'm not sexist but fuck you females,0
4392,435098631482257408,1,RT @TexasSerge Chicks just aren't that funny....call me sexist,0
4393,435098690051506177,1,"RT @Loganopatrick Call me sexist but honestly mass majority of woman can't cut it in combat arms, it's a liability",0
4394,435098742325121024,1,LOL @itreeby call me sexist. But i really hate girl gamer teams. really really hate. lol.,0
4395,435098824252477440,1,"RT @A_Morris17 Call me sexist, but women's hockey just doesn't sound... Right.",0
4396,435793304899166208,1,*most boys @ihatethiskid I'm not sexist but all the internet does is show that most girls don't know how to form their own opinions.,0
4397,435793433085480960,1,http://t.co/flERluQXq4 @molliejones_ i'm not sexist but there's something so off putting about girls liking the football #controversial,0
4398,435793552686071808,1,RT @TheRealFattLaff: Im not sexist but girls basketball is hilarious no matter what level it is. They all suck its annoying that it exists …,0
4399,435793804172333057,1,I hope she kicks your ass out. @dm_vargas07 I'm not sexist but ... No female is ever gonna tell me what to do.. That includes my mom,0
4400,435793912842579968,1,http://t.co/ayOy83G6s0 @abbebarca I'm not sexist but women do cook nd clean better then us #ItsAcompliment,0
4401,435794160604299264,1,Maybe you don't like it that much. @EgoArchitect Id like to consider myself open minded. And not sexist. But...female UFC? What in the fuck,0
